-7.6439729	-1.4506906	-5.1450419	66.4950943	1.1281527	0.5984201	-1.1834570	-1.9649507	-2.2124081	0.9773465	0.3087651	-5.4444928	4.2669349	-3.9022229
-8.2136602	-1.3366604	0.9874843	73.1877899	1.0236466	2.3985896	3.4246020	-2.8746705	2.2619982	5.2283463	9.8204308	1.2272669	5.4639611	-6.5011921
-4.0389762	2.7511015	1.0955244	74.2413025	6.4311585	1.8910722	5.2120032	-1.2208991	6.0952153	2.8133409	3.6915028	1.8736085	2.9431789	-7.9462638
-1.1465428	3.3775692	0.1780992	75.1685333	9.7883825	0.4859883	5.5887728	0.3049666	6.3385477	3.6028793	-1.7961667	-1.4529203	3.1144927	-3.8786221
0.4639138	0.6708940	4.0046778	76.4820709	9.9412012	2.0303910	9.2995462	6.7028112	8.5046844	7.2130594	9.1260500	3.5542572	8.1567726	1.8553722
4.3825669	4.3742089	6.5497308	77.7975082	9.4524250	4.8563399	11.9845495	14.2548304	11.9535856	9.4125690	16.4586411	11.7674494	13.1988955	7.2050099
3.4289024	4.2315302	2.4285924	80.0115662	8.0665770	4.4775519	12.1049061	14.6275740	9.3762331	6.2278976	5.8429275	7.4173770	9.6510477	6.7850394
-0.6019352	-2.4503794	-1.0514320	79.4063644	-0.2424895	3.4571574	9.1482344	6.9227266	2.1840160	-0.1619512	-3.3621228	-1.1632708	3.1538706	-1.3271127
4.5984740	-2.0806792	2.3919845	75.7254639	-5.9870796	3.4626422	2.4738646	1.5256084	-2.4441078	-4.1156049	-1.6701705	2.5646310	2.0412025	-1.6195481
11.7225332	3.2891128	11.2211628	81.7898560	1.4735792	2.3143661	0.4150732	-0.4089390	-4.2512927	-6.7866883	-0.6187403	6.8069916	3.8774230	2.9608696
11.5385160	6.8641253	14.4097271	92.8558502	7.9086237	2.4482665	-0.2336767	-8.1129541	-4.2632117	-9.3287296	-2.1302142	0.1525411	2.7647119	-2.4592304
9.8163233	7.8745537	9.9059334	90.2037125	2.5485814	3.0947216	-3.3190117	-10.8172817	-4.1474528	-4.8203468	-0.6933743	-3.4249063	2.2919998	-1.8539460
6.8121333	5.5515676	7.8383822	84.0912247	0.9067070	0.5354872	-1.9164073	-2.4954617	-0.4414283	5.9704843	8.6921549	8.2548733	7.4604959	6.0588388
5.3469472	3.7409503	8.7200489	85.6712646	9.5216112	2.2077796	2.3065333	3.7755129	4.0335798	10.6075039	12.8219109	11.2178259	12.2441235	5.1256628
5.1636410	2.3150940	3.4483461	84.9449921	8.5210447	3.2385509	1.1450861	0.9435495	2.3557153	6.0144725	5.0297289	-2.9980690	7.6685777	-2.0895863
-0.1476539	-5.1365557	-5.0282435	83.9626083	-2.2230084	-2.2688968	-1.8113333	-4.8365450	-2.6556544	0.6517643	-5.3268075	-8.3662891	-2.9331927	-6.4840002
-2.2539260	-9.2550688	-6.8382363	83.4931259	-4.2492723	-6.4947219	-1.3061168	-6.7708502	-3.1798861	1.3149861	-6.0679169	-2.7085376	-6.0994096	-5.6224070
2.3067634	-6.9638224	-4.8018317	77.8956070	-0.1210492	-7.0021954	-0.1595073	-4.6019592	-2.8070302	4.0299668	-1.5529319	0.3849775	-1.4459077	0.1104765
4.0462470	-7.1081491	-1.3551623	78.7084961	2.5972512	-5.8433523	-1.1933880	-1.5356286	-4.0998392	4.5655432	2.4500587	2.0687916	1.1558566	2.6387417
6.0424900	-1.6121106	6.3224649	90.6752625	4.9303145	-1.7362986	-1.4576837	-0.2637566	1.7866228	8.6907387	8.7599974	10.1639328	4.2703295	4.5252562
10.9875412	7.4732552	8.8720226	96.1030807	0.5969242	4.0377922	4.1756387	2.0332472	5.7495708	13.3284540	7.5066519	14.9263783	6.2298999	8.0786295
14.2663431	7.4560995	5.0120125	94.8643799	-3.8643625	4.9398098	6.6036205	2.5357015	0.8670464	10.4025545	1.3816255	9.3048820	4.3431954	8.0422010
18.5705624	6.4138408	9.2295313	96.0620575	2.7002213	-3.0033274	-0.0704138	-2.2176375	-3.5024736	3.1180513	3.5897148	9.7097330	3.9940197	10.8259506
20.8237095	9.7299967	14.8574915	96.8748550	6.8286681	-9.2807398	-5.2063766	-6.8444262	-3.8982553	2.7560549	9.6447334	12.1658726	6.4651079	14.3790102
13.2056265	5.4825687	5.6138363	97.4307404	2.2398045	-7.0969105	-1.3690696	0.1952250	1.0902466	11.8817158	9.8022976	9.6235113	9.7047300	11.5220394
4.3056016	-4.6628599	-6.1932063	96.1911316	5.3431001	-1.5790918	4.1357360	9.5427189	5.8228784	16.1354618	5.4734383	5.4157357	11.0210266	7.5110803
4.2521071	-5.5775533	-6.2048931	91.7456970	7.9336314	-1.3182913	5.0248566	7.4804482	5.9405522	11.6719284	6.6577363	2.3621674	7.4650760	4.5259705
8.9424868	1.7125471	-4.1649194	93.5811996	0.9088131	0.8651620	6.1702042	4.9057622	5.8024635	11.4394169	9.7658987	3.1554799	7.7552133	4.1052327
10.9404840	2.3361530	-0.5857748	96.5702744	2.4739048	3.8183026	5.3921785	5.2800465	6.5613084	13.0020876	9.6686392	8.3087397	11.7624607	7.2740483
9.2208900	-0.6301697	7.4808173	94.8140640	8.0135517	1.9000448	2.5635364	2.8339164	6.4234920	10.0777493	7.6484661	11.7957449	8.8460894	11.0841446
11.3473120	3.7105863	7.8556032	97.0314560	2.5278957	1.3917279	2.6836526	3.5935080	7.5677285	9.0766392	6.5258374	10.6685562	5.4165792	9.5093803
16.2945843	6.7693172	3.2305293	101.5547104	-1.4193343	1.5239826	2.2905574	6.4037685	9.3531418	10.5110846	6.0446448	10.5683022	8.6530972	4.9858069
9.7039604	-0.4286083	5.4006152	97.1026535	2.0691724	-2.5740318	0.4874215	4.8553600	6.1382604	10.1509867	4.7942762	10.3398933	8.9401617	2.1292672
1.4467136	-2.7543285	4.1102724	92.9055252	5.5577769	-5.0057282	-2.8543179	-0.0258718	0.1035729	4.6630697	0.9800571	6.5232358	2.5599389	-1.1121652
6.1380491	7.0989027	3.8458071	99.4761353	10.9696846	-0.2578908	-3.6317444	-3.4970241	-2.4697878	-0.8249600	-0.1416406	7.3222728	1.5637800	-0.6359692
14.2922716	13.7474537	15.8896437	106.5584183	19.4583206	6.4134321	0.5902463	-3.3789525	0.5976448	6.1224980	8.6089849	18.6353951	8.2588491	6.7636857
14.8816366	11.2929497	20.6259937	104.2791901	20.5110149	5.2635779	3.7870183	-1.0815949	5.4603896	16.1467648	18.3850384	26.3585415	11.6200371	12.1115198
10.7275486	4.6076279	9.7214766	96.3571854	11.1794720	-3.0664423	1.0855137	-1.3485677	7.2457695	10.9143190	13.9300604	19.7239475	9.7235584	5.9210153
4.2661266	-4.1295137	2.1510949	88.3051147	3.7712715	-3.4475477	-0.3335928	-1.3587631	4.2878985	3.8873990	0.8856246	6.5521898	6.0322943	-2.4484365
0.1129466	-5.8148627	0.3510231	82.1745148	3.5414634	-1.9053073	1.4522207	0.8113340	2.2280931	10.0663986	0.6626251	4.5352945	2.5970395	0.4643132
4.1650996	-1.7314396	4.8333321	79.1181183	4.4657784	-7.4147663	-2.7869356	-0.0955828	1.5785306	12.7840471	13.9012270	13.5444050	5.4427538	8.2486620
12.9611444	4.0189085	17.1367359	80.5460434	3.3391802	-6.1298342	-5.4882121	-1.0023919	2.4676018	10.1167822	18.2937126	20.5037956	13.2877693	11.0329695
15.7315960	10.2815161	18.2871437	81.7157898	6.9564180	4.0018516	-1.0097357	1.8087698	3.8697040	15.5269003	13.3276758	20.5409336	14.8505220	7.9204788
13.2463198	13.4670696	12.3865576	80.7033310	13.1375742	4.5174665	-1.1469576	0.3895579	0.6568548	16.7062950	14.2593842	16.8607082	9.8738880	3.9100811
16.0172100	8.9605131	16.6149178	80.2012787	10.9855824	-0.2235422	-1.5408275	-1.7992002	-2.1717620	9.0392418	14.4219418	17.7956886	12.0759392	3.8741395
18.0194759	4.4536166	16.8694210	75.8495865	7.2943540	4.1384854	4.9882216	4.8584714	7.0510511	11.2431793	12.5326557	18.6042633	18.7638988	5.2488217
7.0732594	1.2286309	7.1244845	68.4182739	7.8346319	6.9615135	11.2610960	14.2081013	18.3252163	18.8322525	14.7466440	16.7209187	16.6052437	5.3410196
-5.6676569	-3.4072063	-0.4402659	64.1890564	10.4259691	4.2719507	6.7647362	15.4814510	15.3688030	14.4983206	8.8837624	13.1723194	9.7016506	1.3312992
-2.1260812	0.6752245	3.4054978	65.5977783	11.6073513	4.5310555	1.3705952	9.8314180	9.7200708	9.6513033	3.0210283	10.6493454	9.3359756	-4.6018581
8.0821800	6.2958732	12.7643461	70.5924377	8.5575533	5.0461345	3.9253068	5.2065158	11.2509260	13.2661591	7.4147100	13.7687702	12.6876812	-3.0995495
